Origin,Destination,Product,Month,Quantity
Egypt,Egypt,FreshStart Toothpaste,Jun2004,1126.0
Egypt,Egypt,FreshStart Toothpaste,Jul2004,1171.0
Egypt,Egypt,FreshStart Toothpaste,Aug2004,1263.0
Egypt,Egypt,FreshStart Toothpaste,Sep2004,1230.0
Egypt,Egypt,FreshStart Toothpaste,Oct2004,1221.0
Egypt,Egypt,FreshStart Toothpaste,Nov2004,1238.0
Egypt,Egypt,FreshStart Toothpaste,Dec2004,1080.0
Egypt,Egypt,DentalDefense Toothpaste,Jan2004,816.0
Egypt,Egypt,DentalDefense Toothpaste,Feb2004,770.0
Egypt,Egypt,DentalDefense Toothpaste,Mar2004,793.0
Egypt,Egypt,DentalDefense Toothpaste,Apr2004,796.0
Egypt,Egypt,DentalDefense Toothpaste,May2004,866.0
Egypt,Egypt,DentalDefense Toothpaste,Jun2004,856.0
Egypt,Egypt,DentalDefense Toothpaste,Jul2004,878.0
Egypt,Egypt,DentalDefense Toothpaste,Aug2004,898.0
Egypt,Egypt,DentalDefense Toothpaste,Sep2004,926.0
Egypt,Egypt,DentalDefense Toothpaste,Oct2004,799.0
Egypt,Egypt,DentalDefense Toothpaste,Nov2004,775.0
Egypt,Egypt,DentalDefense Toothpaste,Dec2004,798.0
Egypt,Egypt,MorningBreeze Gum Care,Jan2004,1160.0
Egypt,Egypt,MorningBreeze Gum Care,Feb2004,1212.0
Egypt,Egypt,MorningBreeze Gum Care,Mar2004,1091.0
Egypt,Egypt,MorningBreeze Gum Care,Apr2004,1250.0
Egypt,Egypt,MorningBreeze Gum Care,May2004,1228.0
Egypt,Egypt,MorningBreeze Gum Care,Jun2004,1090.0
Egypt,Egypt,MorningBreeze Gum Care,Jul2004,1163.0
Egypt,Egypt,MorningBreeze Gum Care,Aug2004,1233.0
Egypt,Egypt,MorningBreeze Gum Care,Sep2004,1092.0
Egypt,Egypt,MorningBreeze Gum Care,Oct2004,1114.0
Egypt,Egypt,MorningBreeze Gum Care,Nov2004,1176.0
Egypt,Egypt,MorningBreeze Gum Care,Dec2004,1136.0
Egypt,Egypt,OralEase Plus Toothbrush,Jan2004,844.0
Egypt,Egypt,OralEase Plus Toothbrush,Feb2004,762.0
Egypt,Egypt,OralEase Plus Toothbrush,Mar2004,814.0
Egypt,Egypt,OralEase Plus Toothbrush,Apr2004,837.0
Egypt,Egypt,OralEase Plus Toothbrush,May2004,819.0
Egypt,Egypt,OralEase Plus Toothbrush,Jun2004,829.0
Egypt,Egypt,OralEase Plus Toothbrush,Jul2004,924.0
Egypt,Egypt,OralEase Plus Toothbrush,Aug2004,805.0
Egypt,Egypt,OralEase Plus Toothbrush,Sep2004,814.0
Egypt,Egypt,OralEase Plus Toothbrush,Oct2004,811.0
Egypt,Egypt,OralEase Plus Toothbrush,Nov2004,777.0
Egypt,Egypt,OralEase Plus Toothbrush,Dec2004,836.0
Egypt,Egypt,BreatheEasy Inhalant,Jan2004,1856.0
Egypt,Egypt,BreatheEasy Inhalant,Feb2004,1899.0
Egypt,Egypt,BreatheEasy Inhalant,Mar2004,2017.0
Egypt,Egypt,BreatheEasy Inhalant,Apr2004,1828.0
Egypt,Egypt,BreatheEasy Inhalant,May2004,1699.0
Egypt,Egypt,BreatheEasy Inhalant,Jun2004,1825.0
Egypt,Egypt,BreatheEasy Inhalant,Jul2004,1936.0
Egypt,Egypt,BreatheEasy Inhalant,Aug2004,1886.0
Egypt,Egypt,BreatheEasy Inhalant,Sep2004,1996.0
Egypt,Egypt,BreatheEasy Inhalant,Oct2004,2066.0
Egypt,Egypt,BreatheEasy Inhalant,Nov2004,1800.0
Egypt,Egypt,BreatheEasy Inhalant,Dec2004,2006.0
Egypt,Egypt,Purezza Body Wash,Jan2004,1157.0
Egypt,Egypt,Purezza Body Wash,Feb2004,1061.0
Egypt,Egypt,Purezza Body Wash,Mar2004,1108.0
Egypt,Egypt,Purezza Body Wash,Apr2004,1045.0
Egypt,Egypt,Purezza Body Wash,May2004,1060.0
Egypt,Egypt,Purezza Body Wash,Jun2004,1077.0
Egypt,Egypt,Purezza Body Wash,Jul2004,1102.0
Egypt,Egypt,Purezza Body Wash,Aug2004,1041.0
Egypt,Egypt,Purezza Body Wash,Sep2004,1089.0
Egypt,Egypt,Purezza Body Wash,Oct2004,1058.0
Egypt,Egypt,Purezza Body Wash,Nov2004,1157.0
Egypt,Egypt,Purezza Body Wash,Dec2004,1072.0
Egypt,Egypt,SoftStep Shaving Cream,Jan2004,1674.0
Egypt,Egypt,SoftStep Shaving Cream,Feb2004,1594.0
Egypt,Egypt,SoftStep Shaving Cream,Mar2004,1661.0
Egypt,Egypt,SoftStep Shaving Cream,Apr2004,1720.0
Egypt,Egypt,SoftStep Shaving Cream,May2004,1766.0
Egypt,Egypt,SoftStep Shaving Cream,Jun2004,1671.0
Egypt,Egypt,SoftStep Shaving Cream,Jul2004,1794.0
Egypt,Egypt,SoftStep Shaving Cream,Aug2004,1524.0
Egypt,Egypt,SoftStep Shaving Cream,Sep2004,1733.0
Egypt,Egypt,SoftStep Shaving Cream,Oct2004,1659.0
Egypt,Egypt,SoftStep Shaving Cream,Nov2004,1555.0
Egypt,Egypt,SoftStep Shaving Cream,Dec2004,1667.0
Egypt,Egypt,GentleGlow Face Lotion,Jan2004,1008.0
Egypt,Egypt,GentleGlow Face Lotion,Feb2004,881.0
Egypt,Egypt,GentleGlow Face Lotion,Mar2004,944.0
Egypt,Egypt,GentleGlow Face Lotion,Apr2004,949.0
Egypt,Egypt,GentleGlow Face Lotion,May2004,891.0
Egypt,Egypt,GentleGlow Face Lotion,Jun2004,990.0
Egypt,Egypt,GentleGlow Face Lotion,Jul2004,979.0
Egypt,Egypt,GentleGlow Face Lotion,Aug2004,955.0
Egypt,Egypt,GentleGlow Face Lotion,Sep2004,969.0
Egypt,Egypt,GentleGlow Face Lotion,Oct2004,913.0
Egypt,Egypt,GentleGlow Face Lotion,Nov2004,847.0
Egypt,Egypt,GentleGlow Face Lotion,Dec2004,922.0
Egypt,Egypt,HydraHydrate Hand Cream,Jan2004,826.0
Egypt,Egypt,HydraHydrate Hand Cream,Feb2004,800.0
Egypt,Egypt,HydraHydrate Hand Cream,Mar2004,969.0
Egypt,Egypt,HydraHydrate Hand Cream,Apr2004,883.0
Egypt,Egypt,HydraHydrate Hand Cream,May2004,846.0
Egypt,Egypt,HydraHydrate Hand Cream,Jun2004,728.0
Egypt,Egypt,HydraHydrate Hand Cream,Jul2004,919.0
Egypt,Egypt,HydraHydrate Hand Cream,Aug2004,872.0
Egypt,Egypt,HydraHydrate Hand Cream,Sep2004,836.0
Egypt,Egypt,HydraHydrate Hand Cream,Oct2004,883.0
Egypt,Egypt,HydraHydrate Hand Cream,Nov2004,863.0
Egypt,Egypt,HydraHydrate Hand Cream,Dec2004,855.0
Egypt,Egypt,Refreshing Rose Body Oil,Jan2004,1174.0
Egypt,Egypt,Refreshing Rose Body Oil,Feb2004,1130.0
Egypt,Egypt,Refreshing Rose Body Oil,Mar2004,1128.0
Egypt,Egypt,Refreshing Rose Body Oil,Apr2004,1112.0
Egypt,Egypt,Refreshing Rose Body Oil,May2004,1256.0
Egypt,Egypt,Refreshing Rose Body Oil,Jun2004,1201.0
Egypt,Egypt,Refreshing Rose Body Oil,Jul2004,1141.0
Egypt,Egypt,Refreshing Rose Body Oil,Aug2004,1034.0
Egypt,Egypt,Refreshing Rose Body Oil,Sep2004,1120.0
Egypt,Egypt,Refreshing Rose Body Oil,Oct2004,1097.0
Egypt,Egypt,Refreshing Rose Body Oil,Nov2004,1096.0
Egypt,Egypt,Refreshing Rose Body Oil,Dec2004,1193.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Jan2004,2089.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Feb2004,2008.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Mar2004,1895.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Apr2004,2119.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,May2004,1914.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Jun2004,1769.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Jul2004,2163.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Aug2004,1961.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Sep2004,1860.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Oct2004,1983.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Nov2004,1716.0
Egypt,Egypt,SoothingSerenity Hand Sanitizer,Dec2004,1997.0
Egypt,Egypt,PurePore Toner,Jan2004,2005.0
Egypt,Egypt,PurePore Toner,Feb2004,2076.0
Egypt,Egypt,PurePore Toner,Mar2004,2042.0
Egypt,Egypt,PurePore Toner,Apr2004,1809.0
Egypt,Egypt,PurePore Toner,May2004,2081.0
Egypt,Egypt,PurePore Toner,Jun2004,1956.0
Egypt,Egypt,PurePore Toner,Jul2004,1868.0
Egypt,Egypt,PurePore Toner,Aug2004,1865.0
Egypt,Egypt,PurePore Toner,Sep2004,1764.0
Egypt,Egypt,PurePore Toner,Oct2004,1897.0
Egypt,Egypt,PurePore Toner,Nov2004,1898.0
Egypt,Egypt,PurePore Toner,Dec2004,1696.0
Egypt,Egypt,Hydrating Honey Body Lotion,Jan2004,926.0
Egypt,Egypt,Hydrating Honey Body Lotion,Feb2004,806.0
Egypt,Egypt,Hydrating Honey Body Lotion,Mar2004,877.0
Egypt,Egypt,Hydrating Honey Body Lotion,Apr2004,945.0
Egypt,Egypt,Hydrating Honey Body Lotion,May2004,1015.0
Egypt,Egypt,Hydrating Honey Body Lotion,Jun2004,926.0
Egypt,Egypt,Hydrating Honey Body Lotion,Jul2004,941.0
Egypt,Egypt,Hydrating Honey Body Lotion,Aug2004,966.0
Egypt,Egypt,Hydrating Honey Body Lotion,Sep2004,979.0
Egypt,Egypt,Hydrating Honey Body Lotion,Oct2004,855.0
Egypt,Egypt,Hydrating Honey Body Lotion,Nov2004,941.0
Egypt,Egypt,Hydrating Honey Body Lotion,Dec2004,988.0
Egypt,Egypt,Exfoliating Essentials Scrub,Jan2004,1340.0
Egypt,Egypt,Exfoliating Essentials Scrub,Feb2004,1349.0
Egypt,Egypt,Exfoliating Essentials Scrub,Mar2004,1324.0
Egypt,Egypt,Exfoliating Essentials Scrub,Apr2004,1186.0
Egypt,Egypt,Exfoliating Essentials Scrub,May2004,1165.0
Egypt,Egypt,Exfoliating Essentials Scrub,Jun2004,1305.0
Egypt,Egypt,Exfoliating Essentials Scrub,Jul2004,1230.0
Egypt,Egypt,Exfoliating Essentials Scrub,Aug2004,1303.0
Egypt,Egypt,Exfoliating Essentials Scrub,Sep2004,1336.0
Egypt,Egypt,Exfoliating Essentials Scrub,Oct2004,1405.0
Egypt,Egypt,Exfoliating Essentials Scrub,Nov2004,1329.0
Egypt,Egypt,Exfoliating Essentials Scrub,Dec2004,1382.0
Egypt,Egypt,FreshFusion Detergent,Jan2004,1413.0
Egypt,Egypt,FreshFusion Detergent,Feb2004,1296.0
Egypt,Egypt,FreshFusion Detergent,Mar2004,1316.0
Egypt,Egypt,FreshFusion Detergent,Apr2004,1399.0
Egypt,Egypt,FreshFusion Detergent,May2004,1296.0
Egypt,Egypt,FreshFusion Detergent,Jun2004,1392.0
Egypt,Egypt,FreshFusion Detergent,Jul2004,1536.0
Egypt,Egypt,FreshFusion Detergent,Aug2004,1376.0
Egypt,Egypt,FreshFusion Detergent,Sep2004,1291.0
Egypt,Egypt,FreshFusion Detergent,Oct2004,1310.0
Egypt,Egypt,FreshFusion Detergent,Nov2004,1495.0
Egypt,Egypt,FreshFusion Detergent,Dec2004,1391.0
Egypt,Egypt,CleanSlate Stain Remover,Jan2004,1156.0
Egypt,Egypt,CleanSlate Stain Remover,Feb2004,1117.0
Egypt,Egypt,CleanSlate Stain Remover,Mar2004,1181.0
Egypt,Egypt,CleanSlate Stain Remover,Apr2004,1213.0
Egypt,Egypt,CleanSlate Stain Remover,May2004,1350.0
Egypt,Egypt,CleanSlate Stain Remover,Jun2004,1201.0
Egypt,Egypt,CleanSlate Stain Remover,Jul2004,1167.0
Egypt,Egypt,CleanSlate Stain Remover,Aug2004,1224.0
Egypt,Egypt,CleanSlate Stain Remover,Sep2004,1209.0
Egypt,Egypt,CleanSlate Stain Remover,Oct2004,1199.0
Egypt,Egypt,CleanSlate Stain Remover,Nov2004,1243.0
Egypt,Egypt,CleanSlate Stain Remover,Dec2004,1237.0
Egypt,Egypt,CalmingClean Bath Time Wash,Jan2004,686.0
Egypt,Egypt,CalmingClean Bath Time Wash,Feb2004,615.0
Egypt,Egypt,CalmingClean Bath Time Wash,Mar2004,644.0
Egypt,Egypt,CalmingClean Bath Time Wash,Apr2004,637.0
Egypt,Egypt,CalmingClean Bath Time Wash,May2004,697.0
Egypt,Egypt,CalmingClean Bath Time Wash,Jun2004,636.0
Egypt,Egypt,CalmingClean Bath Time Wash,Jul2004,659.0
Egypt,Egypt,CalmingClean Bath Time Wash,Aug2004,646.0
Egypt,Egypt,CalmingClean Bath Time Wash,Sep2004,639.0
Egypt,Egypt,CalmingClean Bath Time Wash,Oct2004,685.0
Egypt,Egypt,CalmingClean Bath Time Wash,Nov2004,723.0
Egypt,Egypt,CalmingClean Bath Time Wash,Dec2004,593.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Jan2004,1963.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Feb2004,1856.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Mar2004,1911.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Apr2004,1789.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,May2004,1902.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Jun2004,1814.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Jul2004,1968.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Aug2004,1777.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Sep2004,1815.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Oct2004,1986.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Nov2004,1873.0
Egypt,Egypt,FreshFusion Diaper Rash Remedy,Dec2004,2068.0
Egypt,Egypt,BrightBreeze Insect Repellent,Jan2004,985.0
Egypt,Egypt,BrightBreeze Insect Repellent,Feb2004,975.0
Egypt,Egypt,BrightBreeze Insect Repellent,Mar2004,1023.0
Egypt,Egypt,BrightBreeze Insect Repellent,Apr2004,1096.0
Egypt,Egypt,BrightBreeze Insect Repellent,May2004,1154.0
Egypt,Egypt,BrightBreeze Insect Repellent,Jun2004,921.0
Egypt,Egypt,BrightBreeze Insect Repellent,Jul2004,1068.0
Egypt,Egypt,BrightBreeze Insect Repellent,Aug2004,1018.0
Egypt,Egypt,BrightBreeze Insect Repellent,Sep2004,1051.0
Egypt,Egypt,BrightBreeze Insect Repellent,Oct2004,1059.0
Egypt,Egypt,BrightBreeze Insect Repellent,Nov2004,1074.0
Egypt,Egypt,BrightBreeze Insect Repellent,Dec2004,1044.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Jan2004,1678.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Feb2004,1627.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Mar2004,1677.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Apr2004,1580.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,May2004,1690.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Jun2004,1677.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Jul2004,1563.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Aug2004,1723.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Sep2004,1484.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Oct2004,1507.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Nov2004,1745.0
Egypt,Egypt,EasyWash Laundry Detergent for Babies,Dec2004,1603.0
Egypt,Egypt,LittleLullaby Diaper Liners,Jan2004,711.0
Egypt,Egypt,LittleLullaby Diaper Liners,Feb2004,772.0
Egypt,Egypt,LittleLullaby Diaper Liners,Mar2004,833.0
Egypt,Egypt,LittleLullaby Diaper Liners,Apr2004,740.0
Egypt,Egypt,LittleLullaby Diaper Liners,May2004,735.0
Egypt,Egypt,LittleLullaby Diaper Liners,Jun2004,720.0
Egypt,Egypt,LittleLullaby Diaper Liners,Jul2004,824.0
Egypt,Egypt,LittleLullaby Diaper Liners,Aug2004,793.0
Egypt,Egypt,LittleLullaby Diaper Liners,Sep2004,781.0
Egypt,Egypt,LittleLullaby Diaper Liners,Oct2004,854.0
Egypt,Egypt,LittleLullaby Diaper Liners,Nov2004,808.0
Egypt,Egypt,LittleLullaby Diaper Liners,Dec2004,687.0
Egypt,Egypt,SoothingSerenity Baby Rub,Jan2004,1284.0
Egypt,Egypt,SoothingSerenity Baby Rub,Feb2004,1305.0
Egypt,Egypt,SoothingSerenity Baby Rub,Mar2004,1293.0
Egypt,Egypt,SoothingSerenity Baby Rub,Apr2004,1367.0
Egypt,Egypt,SoothingSerenity Baby Rub,May2004,1242.0
Egypt,Egypt,SoothingSerenity Baby Rub,Jun2004,1420.0
Egypt,Egypt,SoothingSerenity Baby Rub,Jul2004,1263.0
Egypt,Egypt,SoothingSerenity Baby Rub,Aug2004,1301.0
Egypt,Egypt,SoothingSerenity Baby Rub,Sep2004,1364.0
Egypt,Egypt,SoothingSerenity Baby Rub,Oct2004,1350.0
Egypt,Egypt,SoothingSerenity Baby Rub,Nov2004,1310.0
Egypt,Egypt,SoothingSerenity Baby Rub,Dec2004,1305.0
Egypt,Egypt,SilkSmooth Conditioner,Jan2004,1635.0
Egypt,Egypt,SilkSmooth Conditioner,Feb2004,1753.0
Egypt,Egypt,SilkSmooth Conditioner,Mar2004,1962.0
Egypt,Egypt,SilkSmooth Conditioner,Apr2004,1692.0
Egypt,Egypt,SilkSmooth Conditioner,May2004,1875.0
Egypt,Egypt,SilkSmooth Conditioner,Jun2004,1719.0
Egypt,Egypt,SilkSmooth Conditioner,Jul2004,1821.0
Egypt,Egypt,SilkSmooth Conditioner,Aug2004,1691.0
Egypt,Egypt,SilkSmooth Conditioner,Sep2004,1701.0
Egypt,Egypt,SilkSmooth Conditioner,Oct2004,1780.0
Egypt,Egypt,SilkSmooth Conditioner,Nov2004,1800.0
Egypt,Egypt,SilkSmooth Conditioner,Dec2004,1741.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Jan2004,1644.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Feb2004,1622.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Mar2004,1557.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Apr2004,1636.0
Egypt,Egypt,BrightBreeze Period Pain Relief,May2004,1622.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Jun2004,1688.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Jul2004,1682.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Aug2004,1624.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Sep2004,1618.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Oct2004,1608.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Nov2004,1581.0
Egypt,Egypt,BrightBreeze Period Pain Relief,Dec2004,1613.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Jan2004,283.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Feb2004,297.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Mar2004,317.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Apr2004,314.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,May2004,289.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Jun2004,302.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Jul2004,302.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Aug2004,346.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Sep2004,317.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Oct2004,298.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Nov2004,298.0
Egypt,Egypt,FreshFusion All-Purpose Cleaner,Dec2004,317.0
Egypt,Egypt,SoothingSerenity Air Freshener,Jan2004,757.0
Egypt,Egypt,SoothingSerenity Air Freshener,Feb2004,790.0
Egypt,Egypt,SoothingSerenity Air Freshener,Mar2004,800.0
Egypt,Egypt,SoothingSerenity Air Freshener,Apr2004,812.0
Egypt,Egypt,SoothingSerenity Air Freshener,May2004,856.0
Egypt,Egypt,SoothingSerenity Air Freshener,Jun2004,750.0
Egypt,Egypt,SoothingSerenity Air Freshener,Jul2004,781.0
Egypt,Egypt,SoothingSerenity Air Freshener,Aug2004,782.0
Egypt,Egypt,SoothingSerenity Air Freshener,Sep2004,737.0
Egypt,Egypt,SoothingSerenity Air Freshener,Oct2004,774.0
Egypt,Egypt,SoothingSerenity Air Freshener,Nov2004,792.0
Egypt,Egypt,SoothingSerenity Air Freshener,Dec2004,838.0
Egypt,Egypt,RadiantRose Glass Cleaner,Jan2004,1135.0
Egypt,Egypt,RadiantRose Glass Cleaner,Feb2004,1012.0
Egypt,Egypt,RadiantRose Glass Cleaner,Mar2004,1065.0
Egypt,Egypt,RadiantRose Glass Cleaner,Apr2004,1157.0
Egypt,Egypt,RadiantRose Glass Cleaner,May2004,1099.0
Egypt,Egypt,RadiantRose Glass Cleaner,Jun2004,1157.0
Egypt,Egypt,RadiantRose Glass Cleaner,Jul2004,1138.0
Egypt,Egypt,RadiantRose Glass Cleaner,Aug2004,1170.0
Egypt,Egypt,RadiantRose Glass Cleaner,Sep2004,1054.0
Egypt,Egypt,RadiantRose Glass Cleaner,Oct2004,992.0
Egypt,Egypt,RadiantRose Glass Cleaner,Nov2004,1104.0
Egypt,Egypt,RadiantRose Glass Cleaner,Dec2004,1264.0
Egypt,Egypt,PurePore Insect Repellent Spray,Jan2004,1384.0
Egypt,Egypt,PurePore Insect Repellent Spray,Feb2004,1340.0
Egypt,Egypt,PurePore Insect Repellent Spray,Mar2004,1431.0
Egypt,Egypt,PurePore Insect Repellent Spray,Apr2004,1337.0
Egypt,Egypt,PurePore Insect Repellent Spray,May2004,1276.0
Egypt,Egypt,PurePore Insect Repellent Spray,Jun2004,1256.0
Egypt,Egypt,PurePore Insect Repellent Spray,Jul2004,1411.0
Egypt,Egypt,PurePore Insect Repellent Spray,Aug2004,1324.0
Egypt,Egypt,PurePore Insect Repellent Spray,Sep2004,1423.0
Egypt,Egypt,PurePore Insect Repellent Spray,Oct2004,1384.0
Egypt,Egypt,PurePore Insect Repellent Spray,Nov2004,1396.0
Egypt,Egypt,PurePore Insect Repellent Spray,Dec2004,1528.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Jan2004,787.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Feb2004,803.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Mar2004,796.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Apr2004,752.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,May2004,785.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Jun2004,861.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Jul2004,852.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Aug2004,873.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Sep2004,810.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Oct2004,792.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Nov2004,795.0
Egypt,Egypt,EasyWash Laundry Detergent for Delicates,Dec2004,832.0
Egypt,Egypt,SoothingSerenity Humidifier,Jan2004,478.0
Egypt,Egypt,SoothingSerenity Humidifier,Feb2004,509.0
Egypt,Egypt,SoothingSerenity Humidifier,Mar2004,483.0
Egypt,Egypt,SoothingSerenity Humidifier,Apr2004,494.0
Egypt,Egypt,SoothingSerenity Humidifier,May2004,515.0
Egypt,Egypt,SoothingSerenity Humidifier,Jun2004,545.0
Egypt,Egypt,SoothingSerenity Humidifier,Jul2004,521.0
Egypt,Egypt,SoothingSerenity Humidifier,Aug2004,518.0
Egypt,Egypt,SoothingSerenity Humidifier,Sep2004,559.0
Egypt,Egypt,SoothingSerenity Humidifier,Oct2004,526.0
Egypt,Egypt,SoothingSerenity Humidifier,Nov2004,514.0
Egypt,Egypt,SoothingSerenity Humidifier,Dec2004,523.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Jan2004,495.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Feb2004,480.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Mar2004,502.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Apr2004,537.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,May2004,539.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Jun2004,514.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Jul2004,523.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Aug2004,522.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Sep2004,508.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Oct2004,542.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Nov2004,522.0
Egypt,Egypt,BrightBreeze Pet Odor Eliminator,Dec2004,551.0
Egypt,Egypt,CalmingClean Dog Brush,Jan2004,1791.0
Egypt,Egypt,CalmingClean Dog Brush,Feb2004,1807.0
Egypt,Egypt,CalmingClean Dog Brush,Mar2004,1767.0
Egypt,Egypt,CalmingClean Dog Brush,Apr2004,1848.0
Egypt,Egypt,CalmingClean Dog Brush,May2004,1664.0
Egypt,Egypt,CalmingClean Dog Brush,Jun2004,1712.0
Egypt,Egypt,CalmingClean Dog Brush,Jul2004,1770.0
Egypt,Egypt,CalmingClean Dog Brush,Aug2004,1724.0
Egypt,Egypt,CalmingClean Dog Brush,Sep2004,1926.0
Egypt,Egypt,CalmingClean Dog Brush,Oct2004,1885.0
Egypt,Egypt,CalmingClean Dog Brush,Nov2004,1665.0
Egypt,Egypt,CalmingClean Dog Brush,Dec2004,1612.0
Egypt,United Kingdom,MorningMint,May2004,528.0
Egypt,United Kingdom,MorningMint,Jul2004,512.0
Egypt,United Kingdom,FreshStart Toothpaste,Mar2004,885.0
Egypt,United Kingdom,FreshStart Toothpaste,May2004,878.0
Egypt,United Kingdom,FreshStart Toothpaste,Jul2004,807.0
Egypt,United Kingdom,FreshStart Toothpaste,Sep2004,855.0
Egypt,United Kingdom,FreshStart Toothpaste,Nov2004,949.0
Egypt,United Kingdom,SmileShield Whitening Strips,Jan2004,1506.0
Egypt,United Kingdom,BriteBite Toothbrush,Sep2004,1918.0
Egypt,United Kingdom,LuminousLip Care,Jun2004,1990.0
Egypt,United Kingdom,CleanSlate Mouthwash,Mar2004,1719.0
Egypt,United Kingdom,CleanSlate Mouthwash,Oct2004,1661.0
Egypt,United Kingdom,CleanSlate Mouthwash,Dec2004,1739.0
Egypt,United Kingdom,DentalDefense Toothpaste,Jun2004,785.0
Egypt,United Kingdom,SparklingSmile Water Flosser,Apr2004,1248.0
Egypt,United Kingdom,SparklingSmile Water Flosser,May2004,1187.0
Egypt,United Kingdom,FreshFusion Mouth Rinse,Dec2004,937.0
Egypt,United Kingdom,DailyDazzle Toothpaste,Jan2004,503.0
Egypt,United Kingdom,DailyDazzle Toothpaste,Mar2004,455.0
Egypt,United Kingdom,MorningBreeze Gum Care,Jun2004,599.0
Egypt,United Kingdom,MorningBreeze Gum Care,Jul2004,647.0
